Techstack,Links
"C, Java, JavaScript, Python, SQL, HTML, CSS, XML, Dart, Pandas, numpy, Node.js, React, Spring, Spring boot, MySQL, MongoDB, PostgreSQL, ÊSAP Commerce Cloud, Spartacus Angular, ÊAWS Lambda, EC2, AWS S3, GCP, ÊAWS Lambda, EC2, AWS S3, GCP",https://www.linkedin.com/in/tharun-avula/
